Date,Aircraft type,Registration,Operator,Fatalities,Location,Damage,Manufacturer,Model,Year
2021-02-10,airbus a320-214 (wl),HZ-FAB,flyadeal,0,Abha,substantial,airbus,a320-214 (wl),2021
2021-02-13,dassault falcon 900ex easy,N823RC,aerospike iron,0,San Diego,substantial,dassault falcon,900ex easy,2021
2021-02-14,de havilland canada dhc-6 twin otter 300,8Q-RAE,manta air,0,Malé,substantial,de havilland canada,dhc-6 twin otter 300,2021
2021-02-15,de havilland canada dhc-6 twin otter 300,F-RACA,armée de l'air et de l'espace,0,Blois,substantial,de havilland canada,dhc-6 twin otter 300,2021
2021-02-18,learjet 55c,N559RA,royal air freight,0,Jeffersonville,substantial,learjet,55c,2021
2021-02-20,boeing 737-86n (wl),VT-GHE,air india express,0,Vijayawada,substantial,boeing,737-86n (wl),2021
2021-02-20,de havilland canada dhc-3t vazar turbine otter,C-FFVZ,wings over kississing,0,Kaskattama,substantial,de havilland canada,dhc-3t vazar turbine otter,2021
2021-02-21,beechcraft 200 super king air,,private,0,San Andrés,write-off,beechcraft,200 super king air,2021
2021-02-21,learjet 45xr,3912,fuerza aérea mexicana,6,Xalapa,write-off,learjet,45xr,2021
2021-02-21,beechcraft b300 king air 350,NAF201,nigerian air force,7,Abuja,write-off,beechcraft,b300 king air 350,2021
2021-02-26,antonov an-2t,UP-A0351,asia continental airlines,0,Boraldai,substantial,antonov,an-2t,2021
2021-02-28,douglas dc-3c,HK-2006,aliansa colombia,0,Monfort,substantial,mcdonnell douglas,dc-3c,2021
2021-03-01,atr 72-500 (72-212a),7T-VUK,air algérie,0,Ghardaïa,unknown,atr,72-500 (72-212a),2021
2021-03-01,beechcraft b300 king air 350i,B-10GD,beidahuang general airlines,5,Shanghu,write-off,beechcraft,b300 king air 350i,2021
2021-03-02,let l-410uvp-e,(HK-4274),south sudan supreme airlines,10,Pieri,write-off,let,l-410uvp-e,2021
2021-03-04,fokker 100,EP-CFM,iran air,0,Isfahan,none,fokker,100,2021
2021-03-07,embraer emb-120er brasilia,N233SW,berry aviation,0,Detroit,substantial,embraer,emb-120er brasilia,2021
2021-03-10,cessna 208b grand caravan,PK-MAD,mission aviation fellowship,0,Angguruk,substantial,cessna,208b grand caravan,2021
2021-03-12,cessna 208b grand caravan,N407GV,grant aviation,0,Chevak,substantial,cessna,208b grand caravan,2021
2021-03-13,antonov an-26,02 WHITE,kazakhstan border guards,4,Almaty,write-off,antonov,an-26,2021
2021-03-15,boeing 777-223er,N789AN,american airlines,0,Fort Worth,none,boeing,777-223er,2021
2021-03-16,bombardier crj-701er,N706SK,skywest airlines,0,Los Angeles,none,bombardier,crj-701er,2021
2021-03-18,airbus a320-232,XA-VAZ,viva aerobus,0,Puerto Vallarta,substantial,airbus,a320-232,2021
2021-03-19,antonov an-2t,YV3312,venezuela flight canaima,0,Kapaure,substantial,antonov,an-2t,2021
2021-03-20,cessna 208b grand caravan,5Y-JKN,aeronav air services,2,Marsabit,write-off,cessna,208b grand caravan,2021
2021-03-20,boeing 737-4y0,PK-YSF,trigana air service,0,Jakarta,substantial,boeing,737-4y0,2021
2021-03-23,saab 340af,SP-KPU,sprintair,0,Gdansk,substantial,saab,340af,2021
2021-03-25,embraer,,mauritania airlines international,0,Nouakchott,none,embraer,unknown,2021
2021-03-26,beechcraft b200 super king air,5Y-NJS,west wind aviation,0,Nairobi,write-off,beechcraft,b200 super king air,2021
2021-03-28,embraer emb-145lr,N650AE,piedmont airlines,0,Charlotte,none,embraer,emb-145lr,2021
2021-04-02,boeing 737-8as (wl),9H-QCJ,malta air,0,Malta,minor,boeing,737-8as (wl),2021
2021-04-03,cessna 208b grand caravan,N215MC,everts air cargo,0,Fairbanks,substantial,cessna,208b grand caravan,2021
2021-04-08,antonov an-2,RA-40...,unknown,0,Omsk,write-off,antonov,an-2,2021
2021-04-09,boeing c-17a globemaster iii,10-0223,united states air force,0,Charleston AFB,substantial,boeing,c-17a globemaster iii,2021
2021-04-14,cessna 525a citationjet cj2+,JA001T,private,0,Osaka,substantial,cessna,525a citationjet cj2+,2021
2021-04-15,learjet 35a,N354EF,med air,0,Colorado Springs,substantial,learjet,35a,2021
2021-04-16,beechcraft b99 airliner,N991AK,lake clark air,0,Chignik,substantial,beechcraft,b99 airliner,2021
2021-04-18,learjet 25b,XB-PIZ,unknown,0,Toluca,substantial,learjet,25b,2021
2021-04-20,learjet 35a,PR-MLA,eletric power construção,1,Belo Horizonte,write-off,learjet,35a,2021
2021-04-26,cessna 208b grand caravan ex,N143CA,haugland group aviation,0,Laceyville,substantial,cessna,208b grand caravan ex,2021
2021-05-01,cessna 550 citation ii,N803SC,stb aviation,0,Charleston Executive,substantial,cessna,550 citation ii,2021
2021-05-05,gulfstream g150,N22ST,tld aviation i,0,Ridgeland,substantial,gulfstream,g150,2021
2021-05-06,beechcraft b200gt king air 250,VT-MPQ,government of madhya pradesh,0,Gwalior,substantial,beechcraft,b200gt king air 250,2021
2021-05-10,atr 72-600 (72-212a),B-17010,uni air,0,Nangang,substantial,atr,72-600 (72-212a),2021
2021-05-12,boeing 737-8as (wl),EI-EGA,ryanair,0,Alicante,none,boeing,737-8as (wl),2021
2021-05-12,swearingen sa226-tc metro ii,N280KL,key lime air,0,Denver,substantial,swearingen,sa226-tc metro ii,2021
2021-05-13,cessna 208b grand caravan,CC-DBB,skydive andes,0,Melipilla,unknown,cessna,208b grand caravan,2021
2021-05-19,hawker 800,XB-R..,private,0,Sayaxché,write-off,raytheon hawker,800,2021
2021-05-20,iai 1125 astra,N388WA,private,0,Parque Laguna del Tigre,substantial,iai,1125 astra,2021
2021-05-21,boeing 737-7h4,N289CT,southwest airlines,0,Chicago,minor,boeing,737-7h4,2021
2021-05-21,antonov an-2r,RA-33373,utair,0,Laytamak,substantial,antonov,an-2r,2021
2021-05-21,beechcraft b300 king air 350i,NAF203,nigerian air force,11,Kaduna,write-off,beechcraft,b300 king air 350i,2021
2021-05-28,boeing 767-38e,HL7528,asiana airlines,0,over Yesan,none,boeing,767-38e,2021
2021-05-28,boeing 737-823 (wl),N834NN,american airlines,0,Dallas,substantial,boeing,737-823 (wl),2021
2021-05-29,cessna 501 citation i/sp,N66BK,jl&gl productions lp,7,Smyrna,write-off,cessna,501 citation i/sp,2021
2021-05-30,atr 72-500 (72-212a),SX-THR,sky express,0,Alexandroupolis,substantial,atr,72-500 (72-212a),2021
2021-06-02,beechcraft 1900c,N219VP,alpine air express,0,Denver,substantial,beechcraft,1900c,2021
2021-06-03,cessna 208b grand caravan ex,PK-DPT,dabi air nusantara,0,Ilaga,write-off,cessna,208b grand caravan ex,2021
2021-06-04,honda ha-420 hondajet,N10XN,gf aviation,0,Atlanta,substantial,honda,ha-420 hondajet,2021
2021-06-05,cessna 208b supervan 900,N103AN,paraclub wiener neustadt,0,Wiener Neustadt West Air Base,substantial,cessna,208b supervan 900,2021
2021-06-07,boeing 737-8al (wl),VT-TGE,vistara,0,Kolkata,none,boeing,737-8al (wl),2021
2021-06-10,beechcraft 1900d,4610,tatmadaw lei,12,Pyin Oo Lwin,write-off,beechcraft,1900d,2021
2021-06-13,boeing 737-8as (wl),EI-EVE,ryanair,0,Málaga,none,boeing,737-8as (wl),2021
2021-06-14,atr 72-600 (72-212a),VT-IYX,indigo airlines,0,Hubli,substantial,atr,72-600 (72-212a),2021
2021-06-16,let l-410uvp-e,9S-GRJ,kin avia,3,Bukavu,write-off,let,l-410uvp-e,2021
2021-06-18,boeing 787-8 dreamliner,G-ZBJB,british airways,0,London Heathrow,substantial,boeing,787-8 dreamliner,2021
2021-06-19,let l-410uvp-e,RF-94603,dosaaf,5,Tanay,write-off,let,l-410uvp-e,2021
2021-06-21,rockwell sabreliner 65,XB-OXV,private,0,Jesús María Semprún,write-off,rockwell sabreliner,65,2021
2021-06-23,gulfstream g280,M-ISTY,ineos aviation,0,Genève,substantial,gulfstream,g280,2021
2021-06-23,lockheed l-100-30 hercules,,ethiopian air force,7,Gijet,write-off,lockheed martin,l-100-30 hercules,2021
2021-06-24,antonov an-2r,RA-01430,private,0,Zaboyskiy,substantial,antonov,an-2r,2021
2021-06-25,airbus a321-231,N926UW,american airlines,0,New Orleans,none,airbus,a321-231,2021
2021-06-25,shorts 360-300,N970AA,air cargo carriers,0,Las Vegas,substantial,shorts,360-300,2021
2021-06-25,cessna 208b supervan 900,PH-FST,skydive teuge,0,Teuge,substantial,cessna,208b supervan 900,2021
2021-06-29,airbus a350-941,F-HTYH,air france,0,Paris,none,airbus,a350-941,2021
2021-07-01,convair cv-580 airtanker,C-FKFL,conair,0,Penticton,substantial,convair,cv-580 airtanker,2021
2021-07-01,convair cv-580 airtanker,C-FHKF,conair,0,Penticton,minor,convair,cv-580 airtanker,2021
2021-07-02,boeing 737-275c adv.,N810TA,transair,0,Honolulu,write-off,boeing,737-275c adv.,2021
2021-07-02,cessna 750 citation x,SX-ECI,hellenic caa,0,Paphos,substantial,cessna,750 citation x,2021
2021-07-04,airbus a321-231,N156AN,american airlines,0,Miami,none,airbus,a321-231,2021
2021-07-04,antonov an-2r,UP-A0135,elisa,0,Karaultobe,substantial,antonov,an-2r,2021
2021-07-04,lockheed c-130h hercules,5125,hukbong himpapawid ng pilipinas,53,Patikul,write-off,lockheed martin,c-130h hercules,2021
2021-07-05,iai 1124a westwind ii,N790JR,transenergie,2,Treasure Cay,write-off,iai,1124a westwind ii,2021
2021-07-06,atr 42-320,C-GLDE,transwest air,0,Saskatoon,none,atr,42-320,2021
2021-07-06,antonov an-26b-100,RA-26085,kamchatka aviation enterprise,28,Palana,write-off,antonov,an-26b-100,2021
2021-07-07,cessna 208b grand caravan,,ryan air,0,Aniak,none,cessna,208b grand caravan,2021
2021-07-08,douglas dc-3c,HK-2820,aliansa colombia,3,Villavicencio,write-off,mcdonnell douglas,dc-3c,2021
2021-07-11,airbus a320-214,D-AICP,condor flugdienst,0,Kavala,substantial,airbus,a320-214,2021
2021-07-11,de havilland canada dhc-3t vazar turbine otter,C-FLLL,northwestern air,0,Fort Smith,substantial,de havilland canada,dhc-3t vazar turbine otter,2021
2021-07-11,cessna 208 caravan i,C-GUAY,air tunilik,0,Rex North Mining Camp,substantial,cessna,208 caravan i,2021
2021-07-14,cessna 208b grand caravan ex,8R-ABK,jags aviation,0,Eteringbang,substantial,cessna,208b grand caravan ex,2021
2021-07-15,de havilland canada dhc-3t vazar turbine otter,C-GUTW,harbour air,0,Ganges Harbor,substantial,de havilland canada,dhc-3t vazar turbine otter,2021
2021-07-15,cessna 208 caravan i,C-GIGO,seair seaplanes,0,Ganges Harbor,substantial,cessna,208 caravan i,2021
2021-07-16,antonov an-28,RA-28728,sila,0,Kedrovo,substantial,antonov,an-28,2021
2021-07-17,cessna 208b supervan 900,G-OJMP,goskydive,0,Old Sarum,substantial,cessna,208b supervan 900,2021
2021-07-18,atr 72-500 (72-212a),EC-MSN,aeronova,0,Madrid,substantial,atr,72-500 (72-212a),2021
2021-07-20,british aerospace bae-125-700a,N611MC,private,0,Jesús María Semprún,write-off,british aerospace,bae-125-700a,2021
2021-07-21,cessna 560xl citation excel,N46CF,pv transport,0,Reading,substantial,cessna,560xl citation excel,2021
2021-07-21,de havilland canada dhc-8-106,5Y-GRS,skyward express,0,Burahache,substantial,de havilland canada,dhc-8-106,2021
2021-07-22,airbus a321-211,N376DN,delta airlines,0,Detroit,none,airbus,a321-211,2021
2021-07-25,boeing 737-8jp (wl),SE-RPE,norwegian air sweden,0,Nice,none,boeing,737-8jp (wl),2021
2021-07-26,bombardier cl-600-2b16 challenger 605,N605TR,aeolus air charter,6,Truckee,write-off,bombardier,cl-600-2b16 challenger 605,2021
2021-07-26,cessna 208 supervan 900,D-FLEC,skydive binz,1,Norderney,write-off,cessna,208 supervan 900,2021
2021-07-27,cessna 208b grand caravan,ET-AMI,abyssinian flight services,0,Kombolcha,write-off,cessna,208b grand caravan,2021
2021-07-31,boeing 737-8as (wl),EI-EPC,ryanair,0,Barcelona,none,boeing,737-8as (wl),2021
2021-08-03,airbus a300b4-622r (f),D-AEAE,european air transport,0,Lagos,substantial,airbus,a300b4-622r (f),2021
2021-08-09,gulfstream american g-1159a gulfstream iii,XB-OZA,private,0,Jesús María Semprún,write-off,gulfstream,g-1159a gulfstream iii,2021
2021-08-11,mcdonnell douglas md-11f,N296UP,united parcel service,0,Phoenix,substantial,mcdonnell douglas,md-11f,2021
2021-08-12,shijiazhuang y-5b(d),B-8440,northeast general aviation co,0,Nengbei Farm,write-off,shijiazhuang,y-5b(d),2021
2021-08-14,britten-norman bn-2a-iii-2 trislander,8R-GRE,roraima airways,0,Georgetown,minor,britten-norman,bn-2a-iii-2 trislander,2021
2021-08-14,bombardier dhc-8-402q dash 8,9S-AAN,congo airways,0,Lubumbashi,minor,bombardier,dhc-8-402q dash 8,2021
2021-08-14,beriev be-200chs,RF-88450,russian navy,8,Kahramanmaras,write-off,beriev,be-200chs,2021
2021-08-16,cessna 208b grand caravan,N97HA,wright air service,0,Fairbanks,substantial,cessna,208b grand caravan,2021
2021-08-17,ilyushin il-112v,41400,united aircraft corporation,3,Kubinka AFB,write-off,ilyushin,il-112v,2021
2021-08-21,airbus a319-132,N806AW,american airlines,0,Chicago,none,airbus,a319-132,2021
2021-08-21,de havilland canada dhc-3t turbine otter,N560TR,brooks range aviation,0,Bethel,substantial,de havilland canada,dhc-3t turbine otter,2021
2021-08-21,gulfstream g-iv,N277GM,sn 1124,0,Fort Lauderdale,substantial,gulfstream,g-iv,2021
2021-08-23,boeing 737-990er,N479AS,alaska airlines,0,Seattle,none,boeing,737-990er,2021
2021-08-24,cirrus sf50 vision jet,N1GG,n1gg,0,Lansing,write-off,cirrus,sf50 vision jet,2021
2021-08-25,beechcraft 1900d,C-GDSG,skyjet,0,Chevery,substantial,beechcraft,1900d,2021
2021-08-26,embraer emb-505 phenom 300,N413N,nicholas services,0,Elk River,substantial,embraer,emb-505 phenom 300,2021
2021-08-27,bombardier crj-900lr,C-FOJZ,air canada,0,Vancouver,minor,bombardier,crj-900lr,2021
2021-09-01,boeing 767-332er (wl),N196DN,delta airlines,0,Seattle,none,boeing,767-332er (wl),2021
2021-09-02,cessna 560xls+ citation xls+,N560AR,brook haven properties,4,Plainville,write-off,cessna,560xls+ citation xls+,2021
2021-09-03,raytheon 390 premier i,N351CW,pb air,0,Naples,substantial,raytheon hawker,390 premier i,2021
2021-09-04,atr 72-600 (72-212a),VT-IYM,indigo airlines,0,en route Tiruchirappalli,none,atr,72-600 (72-212a),2021
2021-09-04,cessna 560xl citation excel,N827JS,fly exclusive,0,Salt Lake,substantial,cessna,560xl citation excel,2021
2021-09-12,british aerospace bae-125,,private,0,Río Catatumbo,write-off,british aerospace,bae-125,2021
2021-09-12,let l-410uvp-e20,RA-67042,aeroservice,4,Kazachinskoye,write-off,let,l-410uvp-e20,2021
2021-09-14,raytheon beechjet 400a,N100FN,meander air ii,0,between Youngstown,substantial,raytheon hawker,400a,2021
2021-09-14,beechcraft b200gt king air 250,PS-CSM,csm agropecuária,7,Piracicaba,write-off,beechcraft,b200gt king air 250,2021
2021-09-15,airbus a320-214,OE-LBY,austrian airlines,0,Berlin Brandenburg,substantial,airbus,a320-214,2021
2021-09-15,de havilland canada dhc-6 twin otter 300,PK-OTW,rimbun air,3,Bilogai,write-off,de havilland canada,dhc-6 twin otter 300,2021
2021-09-17,canadair crj-200lr,N444ZW,air wisconsin,0,Asheville,substantial,canadair,crj-200lr,2021
2021-09-20,learjet 35a,ZS-SFV,impuma group,0,Lanseria,substantial,learjet,35a,2021
2021-09-22,antonov an-26kpa,RA-26673,lps flight checks & systems,6,Khabarovsk,write-off,antonov,an-26kpa,2021
2021-09-23,airbus a321-271n,N208HA,hawaiian airlines,0,Honolulu,substantial,airbus,a321-271n,2021
2021-09-25,cessna 208b supervan 900,OO-FFB,paracentrum vlaanderen,0,Moorsele,substantial,cessna,208b supervan 900,2021
2021-09-27,saab 340b,UR-ALG,stp airways lsf aerojet,0,São Tomé,substantial,saab,340b,2021
2021-09-27,boeing 757-224 (wl),N12125,united airlines,0,Newark,substantial,boeing,757-224 (wl),2021
2021-09-28,iai 1124a westwind ii,PR-BVB,brasil vida táxi aéreo,0,Goiânia,substantial,iai,1124a westwind ii,2021
2021-09-29,britten-norman bn-2b-26 islander,J8-VBI,svg air,0,Montserrat,substantial,britten-norman,bn-2b-26 islander,2021
2021-10-01,embraer erj-175lr,N730YX,republic airlines,0,Chicago,substantial,embraer,erj-175lr,2021
2021-10-01,embraer erj-175lr,N142SY,skywest airlines,0,Chicago,minor,embraer,erj-175lr,2021
2021-10-05,dassault falcon 20c,N283SA,sierra west airlines,2,Thomson,write-off,dassault falcon,20c,2021
2021-10-08,boeing 737-8h4 (wl),N8642E,southwest airlines,0,Lexington,none,boeing,737-8h4 (wl),2021
2021-10-08,learjet 35a,,private,0,Little Belize,write-off,learjet,35a,2021
2021-10-10,let l-410uvp-e3,RF-94591,dosaaf,16,Menzelinsk,write-off,let,l-410uvp-e3,2021
2021-10-13,bombardier bd-700-1a10 global 6000,9H-VJM,vistajet,0,Johannesburg,substantial,bombardier,bd-700-1a10 global 6000,2021
2021-10-14,antonov an-2t,N857PF,private,0,Wilton,write-off,antonov,an-2t,2021
2021-10-15,cessna 208b grand caravan,8R-GFA,air services limited,1,Kamarang,none,cessna,208b grand caravan,2021
2021-10-18,beechcraft 200 super king air,N996LM,lowcountry aviation co brokerage,0,Mount Pleasant,substantial,beechcraft,200 super king air,2021
2021-10-19,antonov an-2r,RA-33350,aeroural,0,Alapayevsk,substantial,antonov,an-2r,2021
2021-10-19,rockwell sabreliner 60,XB-ETV,private,0,Jacmel,substantial,rockwell sabreliner,60,2021
2021-10-19,mcdonnell douglas md-87,N987AK,987 investments,0,Houston Executive,write-off,mcdonnell douglas,md-87,2021
2021-10-22,embraer emb-500 phenom 100,N925DR,scout about,0,Orlando,substantial,embraer,emb-500 phenom 100,2021
2021-10-22,cessna 208b supervan 900,N754KP,alaska seaplanes,0,Juneau,substantial,cessna,208b supervan 900,2021
2021-10-23,embraer erj-175lr,N252NN,envoy air,0,Miami,none,embraer,erj-175lr,2021
2021-10-25,cessna 208 caravan i,PK-SNN,smart cakrawala aviation,1,Ilaga,write-off,cessna,208 caravan i,2021
2021-10-29,cessna 208b grand caravan,PK-RVH,reven global transpor,0,Dagi Baru,write-off,cessna,208b grand caravan,2021
2021-10-30,beechcraft 200 king air,C-GEHS,pal airlines,0,Halifax,substantial,beechcraft,200 king air,2021
2021-11-01,de havilland canada dhc-6 twin otter 300,C-GNPS,air tindi,0,Fort Providence,substantial,de havilland canada,dhc-6 twin otter 300,2021
2021-11-02,antonov an-26,TR-NGT,optimum aviation,5,Juba,write-off,antonov,an-26,2021
2021-11-03,beechcraft super king air,,private,0,Venezuela,write-off,beechcraft,super king air,2021
2021-11-03,antonov an-12bk,EW-518TI,grodno aircompany,9,Irkutsk,write-off,antonov,an-12bk,2021
2021-11-03,transall c-160ng,EY-360,safe air company,0,Dolow,write-off,transall,c-160ng,2021
2021-11-05,gulfstream ?,,private,0,Venezuela,write-off,gulfstream,?,2021
2021-11-05,gulfstream aerospace g-1159a gulfstream iii,N42FL,private,0,Victoria 3,write-off,gulfstream,g-1159a gulfstream iii,2021
2021-11-06,antonov an-2r,YR-PMW,asociatia club sportiv skydiving center,0,Letca Noua,substantial,antonov,an-2r,2021
2021-11-13,britten-norman bn-2a-6 islander,N866JA,island airways,4,Beaver,write-off,britten-norman,bn-2a-6 islander,2021
2021-11-14,iai 1125 astra sp,N771DX,emd astra holdings,0,Las Vegas,substantial,iai,1125 astra sp,2021
2021-11-21,bombardier bd-100-1a10 challenger 350,N743QS,netjets,0,Caicos s,none,bombardier,bd-100-1a10 challenger 350,2021
2021-11-25,airbus a320-251n,PR-YRH,azul linhas aéreas brasileiras,0,Cuiabá,none,airbus,a320-251n,2021
2021-11-28,beechcraft 200 super king air,N71VT,western wings corp,0,Eugene,substantial,beechcraft,200 super king air,2021
2021-11-29,boeing 747-4b5f,N705CK,kalitta air,0,Miami,substantial,boeing,747-4b5f,2021
2021-12-01,cessna 510 citation mustang,N81CB,private,0,Lake Havasu,substantial,cessna,510 citation mustang,2021
2021-12-01,cessna 208 caravan i,N9602F,lake & peninsula airlines,0,Port Alsworth,substantial,cessna,208 caravan i,2021
2021-12-05,airbus a350-941,F-HNET,air caraïbes atlantique,0,Cayenne,none,airbus,a350-941,2021
2021-12-05,cessna 560xl citation excel,G-IPAX,air charter scotland,0,Kemi,substantial,cessna,560xl citation excel,2021
2021-12-10,swearingen sa-226at merlin iv,N54GP,castle aviation,1,Manchester,write-off,swearingen,sa-226at merlin iv,2021
2021-12-11,boeing 737-8as (wl),EI-EMM,ryanair,0,Dublin,none,boeing,737-8as (wl),2021
2021-12-12,airbus a320-251n,N307FR,frontier airlines,0,Las Vegas,substantial,airbus,a320-251n,2021
2021-12-14,embraer emb-500 phenom 100,PR-TDV,dimed sa distribuidora da medicamentos,0,Santa Rosa,substantial,embraer,emb-500 phenom 100,2021
2021-12-15,gulfstream g-ivsp,HI1050,helidosa aviation group,9,Santo Domingo,write-off,gulfstream,g-ivsp,2021
2021-12-17,beechcraft b200 super king air,C-FSKO,keewatin air,0,Sanikiluaq,substantial,beechcraft,b200 super king air,2021
2021-12-20,cessna 525 citationjet,N287CB,cottingham & butler insurance services,0,Dubuque,substantial,cessna,525 citationjet,2021
2021-12-21,airbus a321-271nx,N2084J,jetblue airways,0,New York,none,airbus,a321-271nx,2021
2021-12-21,learjet 35a,XA-VDK,private,0,Cancún,write-off,learjet,35a,2021
2021-12-21,cessna 208b super cargomaster,N1116N,martinaire,2,Fulshear,write-off,cessna,208b super cargomaster,2021
2021-12-23,shorts 360-300,9S-GPS,malu aviation,5,Shabunda,write-off,shorts,360-300,2021
2021-12-25,airbus a330-343,C-GFAF,air canada,0,Montreal,substantial,airbus,a330-343,2021
2021-12-27,learjet 35a,N880Z,aeromedevac air ambulance,4,El Cajon,write-off,learjet,35a,2021
2021-12-28,beechcraft a100 king air,N93GT,sky-bound aviation,0,Helena,substantial,beechcraft,a100 king air,2021
2021-12-28,cessna 208b grand caravan,Z-HAC,halsted aviation corporation,0,Bazaruto,write-off,cessna,208b grand caravan,2021
2021-12-30,embraer erj-170se,N633RW,republic airlines,0,Newark,substantial,embraer,erj-170se,2021
2021-12-30,airbus a330-303,TC-JOK,turkish airlines,0,Newark,minor,airbus,a330-303,2021
2021-12-30,beechcraft 300 super king air,TG-MAM,empresas ginro sa,0,Rio Dulce,write-off,beechcraft,300 super king air,2021
2021-12-31,irma/pilatus britten-norman bn-2t islander,,royal moroccan gendarmerie,0,N'Tireft,unknown,britten-norman,bn-2t islander,2021
2020-01-01,gulfstream g iv,N962SS,executive charters,0,Van Nuys,none,gulfstream,g iv,2020
2020-01-02,antonov an-12a,-,al quwwat al-jawwiya as-sudaniya,18,Geneina,write-off,antonov,an-12a,2020
2020-01-03,hawker 900xp,N805D,million air san juan,0,San Juan,substantial,raytheon hawker,900xp,2020
2020-01-03,harbin y-12-ii,SCL-857,sri lanka air force,4,Haputale,write-off,harbin,y-12-ii,2020
2020-01-04,beechcraft b200 king air,N200HF,lc whitford co,0,Morristown,substantial,beechcraft,b200 king air,2020
2020-01-05,de havilland canada dhc-8-202q,N8200L,us special operations command,0,Manda Bay,write-off,de havilland canada,dhc-8-202q,2020
2020-01-05,beechcraft b300 king air 350,,l3 technologies,2,Manda Bay,write-off,beechcraft,b300 king air 350,2020
2020-01-08,boeing 737-823 (wl),N929NN,american airlines,0,New York,substantial,boeing,737-823 (wl),2020
2020-01-08,boeing 737-8kv (wl),UR-PSR,ukraine international airlines,176,Sabashahr,write-off,boeing,737-8kv (wl),2020
2020-01-09,lockheed c-130bz hercules,403,south african air force,0,Goma,substantial,lockheed martin,c-130bz hercules,2020
2020-01-10,airbus a320-232,N1902U,united airlines,0,New Orleans,none,airbus,a320-232,2020
2020-01-10,airbus a321-231 (wl),VQ-BRS,nordwind airlines,0,Antalya,substantial,airbus,a321-231 (wl),2020
2020-01-12,boeing 737-8q8 (wl),HL8243,jin air,0,Fukuoka,none,boeing,737-8q8 (wl),2020
2020-01-13,airbus a320-214,OH-LXD,finnair,0,Helsinki,none,airbus,a320-214,2020
2020-01-16,airbus a380-861,A6-EEN,emirates,0,Beira FIR,none,airbus,a380-861,2020
2020-01-16,beechcraft b200 king air,N547LM,lifemed alaska,0,Unalaska,write-off,beechcraft,b200 king air,2020
2020-01-19,fairchild sa227-ac metro iii,C-GWVH,perimeter aviation,0,Shamattawa,substantial,fairchild,sa227-ac metro iii,2020
2020-01-20,boeing 767-232 (bdsf),SE-RLC,west air sweden,0,Roma,substantial,boeing,767-232 (bdsf),2020
2020-01-20,de havilland canada dhc-8-314 dash 8,C-GXAI,air inuit,0,Schefferville,substantial,de havilland canada,dhc-8-314 dash 8,2020
2020-01-23,cessna s550 citation s/ii,ZS-CAR,south african civil aviation authority,3,Friemersheim,write-off,cessna,s550 citation s/ii,2020
2020-01-23,lockheed ec-130q hercules,N134CG,coulson aviation,3,Cooma,write-off,lockheed martin,ec-130q hercules,2020
2020-01-24,gulfstream g150,N373ML,compass aviation,0,San Juan,substantial,gulfstream,g150,2020
2020-01-27,bombardier e-11a (global express),11-9358,us air force,2,Sharana FOB,write-off,bombardier,e-11a (global express),2020
2020-01-27,mcdonnell douglas md-83,EP-CPZ,caspian airlines,0,Bandar Mahshahr,write-off,mcdonnell douglas,md-83,2020
2020-01-28,boeing 737-6ct,C-GWJU,westjet,0,Vancouver,substantial,boeing,737-6ct,2020
2020-01-28,boeing 737-76n (wl),C-FZWS,westjet,0,Vancouver,substantial,boeing,737-76n (wl),2020
2020-01-30,hawker 900xp,XA-BNG,ale,0,Monterrey,write-off,raytheon hawker,900xp,2020
2020-01-31,bombardier dhc-8-402q dash 8,C-FKWE,westjet encore,0,Terrace,substantial,bombardier,dhc-8-402q dash 8,2020
2020-02-01,boeing 747-412f (scd),TC-MCT,act airlines,0,Dammam,substantial,boeing,747-412f (scd),2020
2020-02-02,airbus a380-861,A6-EON,emirates,0,over Rocky s,none,airbus,a380-861,2020
2020-02-03,boeing 747-412 (bcf),N703CK,kalitta air,0,Los Angeles,substantial,boeing,747-412 (bcf),2020
2020-02-03,boeing 767-375er,C-GHOZ,air canada,0,Madrid,minor,boeing,767-375er,2020
2020-02-04,cessna 208b grand caravan,N454SF,grant aviation,0,Hooper Bay,substantial,cessna,208b grand caravan,2020
2020-02-05,boeing 737-86j (wl),TC-IZK,pegasus airlines,3,Istanbul,write-off,boeing,737-86j (wl),2020
2020-02-06,cessna 208b grand caravan,N24MG,redding aero enterprises,0,Eureka,substantial,cessna,208b grand caravan,2020
2020-02-07,bombardier crj-900lr,N610NN,psa airlines,0,Waynesville,substantial,bombardier,crj-900lr,2020
2020-02-07,cessna 208b super cargomaster,N988FX,mountain air cargo,0,Baltimore,substantial,cessna,208b super cargomaster,2020
2020-02-07,boeing 757-256 (wl),TF-FIA,icelandair flugfélag islands,0,Keflavík,unknown,boeing,757-256 (wl),2020
2020-02-08,beechcraft 200 super king air,CC-COT,transportes torreon,0,Rio Bueno,write-off,beechcraft,200 super king air,2020
2020-02-08,cessna 501 citation i/sp,N501RG,remonia air,4,Fairmount,write-off,cessna,501 citation i/sp,2020
2020-02-09,boeing 737-524 (wl),VQ-BPS,utair,0,Usinsk,substantial,boeing,737-524 (wl),2020
2020-02-12,cessna 560 citation encore,N654CE,sc cole aviation,0,over Benbrook,substantial,cessna,560 citation encore,2020
2020-02-14,cessna 208 caravan i,P2-MAI,mission aviation fellowship,0,Miyanmin,substantial,cessna,208 caravan i,2020
